Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Raipur,19,GEN,25,GEN,Rukhshar Mansoori,Female,18,0.00%,Candidate Count,4973331,True,Upto 100,126,0%,0,Upto 30,13,Lost,13,1,98398,IND,Independent,Independent,S28,Uttarakhand,126,126,2017,0
Yamunotri,2,GEN,57,GEN,Kedar Singh,Male,1,0.40%,Candidate Count,4973331,True,5001-10000,19800,42%,1,51-60,1,Won,1,1,47104,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,19800,13840,2017,"5,960"
Gangotri,3,GEN,57,GEN,Gopal Singh Rawat,Male,1,0.52%,Candidate Count,4973331,True,5001-10000,25683,46%,1,51-60,1,Won,1,1,55652,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,25683,16073,2017,"9,610"
Badrinath,4,GEN,55,GEN,Bharat Singh Kunwar,Male,1,0.05%,Candidate Count,4973331,True,Upto 100,2380,4%,0,51-60,3,Lost,3,1,63408,CPI,National,Communist Party of India,S28,Uttarakhand,2380,2380,2017,0
Karnprayag,6,GEN,65,GEN,Dr. Ansuya Parsad Maikhuri,Male,1,0.41%,Candidate Count,4973331,True,Upto 100,20610,38%,0,61-70,2,Lost,2,1,54442,INC,National,Indian National Congress,S28,Uttarakhand,20610,20610,2017,0
Rudraprayag,8,GEN,57,GEN,Bharat Singh,Male,1,0.59%,Candidate Count,4973331,True,10001-20000,29333,50%,1,51-60,1,Won,1,1,58176,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29333,14701,2017,"14,632"
Narendranagar,11,GEN,58,GEN,Jagdish Kuliyal,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,427,1%,0,51-60,6,Lost,6,1,52545,CPI,National,Communist Party of India,S28,Uttarakhand,427,427,2017,0
Pratapnagar,12,GEN,41,GEN,Kanak Pal Singh,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,307,1%,0,41-45,10,Lost,10,1,41330,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,307,307,2017,0
Tehri,13,GEN,47,GEN,Dhan Singh Negi,Male,1,0.42%,Candidate Count,4973331,True,5001-10000,20896,47%,1,46-50,1,Won,1,1,44357,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20896,14056,2017,"6,840"
Vikasnagar,16,GEN,58,GEN,Gireesh Kumar,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,594,1%,0,51-60,4,Lost,4,1,77083,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,594,594,2017,0
Sahaspur,17,GEN,37,GEN,Iltaf,Male,1,0.02%,Candidate Count,4973331,True,Upto 100,831,1%,0,36-40,8,Lost,8,1,108777,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,831,831,2017,0
Dharampur,18,GEN,67,GEN,Dinesh Agarwal,Male,1,0.86%,Candidate Count,4973331,True,Upto 100,42875,40%,0,61-70,2,Lost,2,1,106003,INC,National,Indian National Congress,S28,Uttarakhand,42875,42875,2017,0
Raipur,19,GEN,62,GEN,Umesh Sharma Kau,Male,1,1.20%,Candidate Count,4973331,True,>20000,59764,61%,1,61-70,1,Won,1,1,98398,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,59764,22993,2017,"36,771"
Dehradun Cantt.,21,GEN,35,GEN,Shri Devendra Kumar,Male,1,0.02%,Candidate Count,4973331,True,Upto 100,802,1%,0,31-35,5,Lost,5,1,72838,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,802,802,2017,0
Mussoorie,22,GEN,51,GEN,Ashok Panwar,Male,1,0.02%,Candidate Count,4973331,True,Upto 100,862,1%,0,51-60,4,Lost,4,1,75572,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,862,862,2017,0
Doiwala,23,GEN,56,GEN,Trivendra Singh Rawat,Male,1,1.18%,Candidate Count,4973331,True,>20000,58502,60%,1,51-60,1,Won,1,1,96769,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,58502,33633,2017,"24,869"
Rishikesh,24,GEN,58,GEN,Gurucharan,Male,1,0.00%,Candidate Count,4973331,True,Upto 100,217,0%,0,51-60,10,Lost,10,1,98348,NCP,National,Nationalist Congress Party,S28,Uttarakhand,217,217,2017,0
B.H.E.L. ranipur,26,GEN,68,GEN,Ambrish Kumar,Male,1,0.69%,Candidate Count,4973331,True,Upto 100,34404,33%,0,61-70,2,Lost,2,1,103812,INC,National,Indian National Congress,S28,Uttarakhand,34404,34404,2017,0
Pirankaliyar,30,GEN,45,GEN,Jaibhagwan,Male,1,0.56%,Candidate Count,4973331,True,Upto 100,27894,31%,0,41-45,2,Lost,2,1,90529,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,27894,27894,2017,0
Roorkee,31,GEN,48,GEN,Pradeep Batra,Male,1,0.80%,Candidate Count,4973331,True,10001-20000,40000,55%,1,46-50,1,Won,1,1,72267,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,40000,27458,2017,"12,542"
Khanpur,32,GEN,52,GEN,Kunwar Parnav Singh Champion,Male,1,1.07%,Candidate Count,4973331,True,10001-20000,53192,50%,1,51-60,1,Won,1,1,107134,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,53192,39457,2017,"13,735"
Manglore,33,GEN,53,GEN,Rishipal Baliyan,Male,1,0.34%,Candidate Count,4973331,True,Upto 100,16964,21%,0,51-60,3,Lost,3,1,81191,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,16964,16964,2017,0
Laksar,34,GEN,64,GEN,Haji Tasleem Ahmad,Male,1,0.48%,Candidate Count,4973331,True,Upto 100,23644,30%,0,61-70,2,Lost,2,1,78070,INC,National,Indian National Congress,S28,Uttarakhand,23644,23644,2017,0
Hardwar Rural,35,GEN,33,GEN,Mukarram,Male,1,0.37%,Candidate Count,4973331,True,Upto 100,18383,19%,0,31-35,3,Lost,3,1,98213,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,18383,18383,2017,0
Srinagar,38,GEN,51,GEN,Ganesh Godiyal,Male,1,0.44%,Candidate Count,4973331,True,Upto 100,22118,37%,0,51-60,2,Lost,2,1,60141,INC,National,Indian National Congress,S28,Uttarakhand,22118,22118,2017,0
Chaubattakhal,39,GEN,41,GEN,Bhartendu,Male,1,0.00%,Candidate Count,4973331,True,Upto 100,211,0%,0,41-45,11,Lost,11,1,42850,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,211,211,2017,0
Lansdowne,40,GEN,77,GEN,"Lt. Gen(Retd) Tejpal Singh Rawat, P.V.S.M, V.S.M",Male,1,0.32%,Candidate Count,4973331,True,Upto 100,15771,40%,0,>70,2,Lost,2,1,39776,INC,National,Indian National Congress,S28,Uttarakhand,15771,15771,2017,0
Didihat,43,GEN,46,GEN,Pradeep Singh Pal,Male,1,0.29%,Candidate Count,4973331,True,Upto 100,14470,28%,0,46-50,3,Lost,3,1,51670,INC,National,Indian National Congress,S28,Uttarakhand,14470,14470,2017,0
Pithoragarh,44,GEN,56,GEN,Prakash Pant,Male,1,0.66%,Candidate Count,4973331,True,2001-5000,32941,49%,1,51-60,1,Won,1,1,66658,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,32941,30257,2017,"2,684"
Kapkot,46,GEN,57,GEN,Balwant Singh Bhouriyal,Male,1,0.55%,Candidate Count,4973331,True,5001-10000,27213,46%,1,51-60,1,Won,1,1,59774,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,27213,21231,2017,"5,982"
Dwarahat,48,GEN,55,GEN,Girish Chaudhary,Male,1,0.02%,Candidate Count,4973331,True,Upto 100,830,2%,0,51-60,6,Lost,6,1,46800,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,830,830,2017,0
Ranikhet,50,GEN,56,GEN,Ajay Bhatt,Male,1,0.28%,Candidate Count,4973331,True,Upto 100,14054,34%,0,51-60,2,Lost,2,1,41010,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,14054,14054,2017,0
Almora,52,GEN,52,GEN,Dinesh Pande,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,425,1%,0,51-60,7,Lost,7,1,51966,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,425,425,2017,0
Jageshwar,53,GEN,71,GEN,Govind Singh Kunjwal,Male,1,0.49%,Candidate Count,4973331,True,101-1000,24132,47%,1,>70,1,Won,1,1,50899,INC,National,Indian National Congress,S28,Uttarakhand,24132,23733,2017,399
Lohaghat,54,GEN,51,GEN,Khushal Singh,Male,1,0.53%,Candidate Count,4973331,True,Upto 100,26320,47%,0,51-60,2,Lost,2,1,56497,INC,National,Indian National Congress,S28,Uttarakhand,26320,26320,2017,0
Champawat,55,GEN,49,GEN,Kailash Chandra Gahtori,Male,1,0.74%,Candidate Count,4973331,True,10001-20000,36601,62%,1,46-50,1,Won,1,1,58753,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,36601,19241,2017,"17,360"
Lalkuwa,56,GEN,62,GEN,Naveen Chandra Dumka,Male,1,0.89%,Candidate Count,4973331,True,>20000,44293,55%,1,61-70,1,Won,1,1,80812,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,44293,17185,2017,"27,108"
Bhimtal,57,GEN,57,GEN,Govind Singh Bisht,Male,1,0.31%,Candidate Count,4973331,True,Upto 100,15432,25%,0,51-60,2,Lost,2,1,61230,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,15432,15432,2017,0
Kaladhungi,60,GEN,46,GEN,Prakash Joshi,Male,1,0.50%,Candidate Count,4973331,True,Upto 100,25107,25%,0,46-50,2,Lost,2,1,101800,INC,National,Indian National Congress,S28,Uttarakhand,25107,25107,2017,0
Ramnagar,61,GEN,63,GEN,Diwan Singh Bisht,Male,1,0.72%,Candidate Count,4973331,True,5001-10000,35839,46%,1,61-70,1,Won,1,1,77397,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,35839,27228,2017,"8,611"
Jaspur,62,GEN,49,GEN,Adesh Singh Chauhan,Male,1,0.86%,Candidate Count,4973331,True,2001-5000,42551,46%,1,46-50,1,Won,1,1,91798,INC,National,Indian National Congress,S28,Uttarakhand,42551,38347,2017,"4,204"
Kashipur,63,GEN,37,GEN,Mohd Ashraf Siddiqui,Male,1,0.31%,Candidate Count,4973331,True,Upto 100,15426,15%,0,36-40,3,Lost,3,1,104918,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,15426,15426,2017,0
Gadarpur,65,GEN,45,GEN,Arvind Pandey,Male,1,0.84%,Candidate Count,4973331,True,10001-20000,41530,42%,1,41-45,1,Won,1,1,98060,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,41530,27424,2017,"14,106"
Rudrapur,66,GEN,37,GEN,Jaswant Singh,Male,1,0.03%,Candidate Count,4973331,True,Upto 100,1471,1%,0,36-40,3,Lost,3,1,116753,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1471,1471,2017,0
Kichha,67,GEN,40,GEN,Rajesh Pratap Singh,Male,1,0.16%,Candidate Count,4973331,True,Upto 100,7754,9%,0,36-40,3,Lost,3,1,88178,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,7754,7754,2017,0
Sitarganj,68,GEN,40,GEN,Navtej Pal Singh,Male,1,0.24%,Candidate Count,4973331,True,Upto 100,11892,14%,0,36-40,3,Lost,3,1,87460,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,11892,11892,2017,0
Khatima,70,GEN,41,GEN,Pushkar Singh Dhami,Male,1,0.59%,Candidate Count,4973331,True,2001-5000,29539,37%,1,41-45,1,Won,1,1,80907,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29539,26830,2017,"2,709"
Gangotri,3,GEN,57,GEN,Mahaveer Prasad,Male,2,0.01%,Candidate Count,4973331,True,Upto 100,553,1%,0,51-60,7,Lost,7,1,55652,CPI,National,Communist Party of India,S28,Uttarakhand,553,553,2017,0
Badrinath,4,GEN,45,GEN,Mahendra Bhatt,Male,2,0.60%,Candidate Count,4973331,True,5001-10000,29676,47%,1,41-45,1,Won,1,1,63408,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29676,24042,2017,"5,634"
Kedarnath,7,GEN,64,GEN,Gangadhar,Male,2,0.02%,Candidate Count,4973331,True,Upto 100,1001,2%,0,61-70,6,Lost,6,1,56204,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,1001,1001,2017,0
Devprayag,10,GEN,59,GEN,Mantri Prasad Naithani,Male,2,0.18%,Candidate Count,4973331,True,Upto 100,8742,20%,0,51-60,3,Lost,3,1,43541,INC,National,Indian National Congress,S28,Uttarakhand,8742,8742,2017,0
Narendranagar,11,GEN,57,GEN,Subodh Uniyal,Male,2,0.48%,Candidate Count,4973331,True,2001-5000,24104,46%,1,51-60,1,Won,1,1,52545,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,24104,19132,2017,"4,972"
Pratapnagar,12,GEN,50,GEN,Vikram Singh Negi,Male,2,0.26%,Candidate Count,4973331,True,Upto 100,13119,32%,0,46-50,2,Lost,2,1,41330,INC,National,Indian National Congress,S28,Uttarakhand,13119,13119,2017,0
Tehri,13,GEN,47,GEN,Narendra Chand Ramola,Male,2,0.09%,Candidate Count,4973331,True,Upto 100,4466,10%,0,46-50,3,Lost,3,1,44357,INC,National,Indian National Congress,S28,Uttarakhand,4466,4466,2017,0
Dhanolti,14,GEN,68,GEN,Narayan Singh Rana,Male,2,0.33%,Candidate Count,4973331,True,Upto 100,16196,33%,0,61-70,2,Lost,2,1,49509,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,16196,16196,2017,0
Vikasnagar,16,GEN,60,GEN,Navprabhat,Male,2,0.65%,Candidate Count,4973331,True,Upto 100,32477,42%,0,51-60,2,Lost,2,1,77083,INC,National,Indian National Congress,S28,Uttarakhand,32477,32477,2017,0
Sahaspur,17,GEN,59,GEN,Kishore Upadhaya,Male,2,0.51%,Candidate Count,4973331,True,Upto 100,25192,23%,0,51-60,2,Lost,2,1,108777,INC,National,Indian National Congress,S28,Uttarakhand,25192,25192,2017,0
Dharampur,18,GEN,55,GEN,Vinod Chamoli,Male,2,1.08%,Candidate Count,4973331,True,10001-20000,53828,51%,1,51-60,1,Won,1,1,106003,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,53828,42875,2017,"10,953"
Raipur,19,GEN,68,GEN,Prabhu Lal,Male,2,0.46%,Candidate Count,4973331,True,Upto 100,22993,23%,0,61-70,2,Lost,2,1,98398,INC,National,Indian National Congress,S28,Uttarakhand,22993,22993,2017,0
Dehradun Cantt.,21,GEN,52,GEN,Shri Laxman Singh Negi ( Anil Negi),Male,2,0.01%,Candidate Count,4973331,True,Upto 100,283,0%,0,51-60,8,Lost,8,1,72838,NCP,National,Nationalist Congress Party,S28,Uttarakhand,283,283,2017,0
Mussoorie,22,GEN,59,GEN,Ganesh Joshi,Male,2,0.83%,Candidate Count,4973331,True,10001-20000,41322,55%,1,51-60,1,Won,1,1,75572,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,41322,29245,2017,"12,077"
Doiwala,23,GEN,57,GEN,A.Hameed,Male,2,0.03%,Candidate Count,4973331,True,Upto 100,1569,2%,0,51-60,3,Lost,3,1,96769,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1569,1569,2017,0
Rishikesh,24,GEN,56,GEN,Premchand Aggarwal,Male,2,0.91%,Candidate Count,4973331,True,10001-20000,45082,46%,1,51-60,1,Won,1,1,98348,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,45082,30281,2017,"14,801"
Hardwar,25,GEN,60,GEN,Brahmswroop Brahmchari,Male,2,0.52%,Candidate Count,4973331,True,Upto 100,25815,28%,0,51-60,2,Lost,2,1,93549,INC,National,Indian National Congress,S28,Uttarakhand,25815,25815,2017,0
B.H.E.L. ranipur,26,GEN,47,GEN,Adesh Chauhan,Male,2,1.14%,Candidate Count,4973331,True,>20000,56644,55%,1,46-50,1,Won,1,1,103812,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,56644,34404,2017,"22,240"
Pirankaliyar,30,GEN,48,GEN,Furkan Ahmad,Male,2,0.59%,Candidate Count,4973331,True,1001-2000,29243,32%,1,46-50,1,Won,1,1,90529,INC,National,Indian National Congress,S28,Uttarakhand,29243,27894,2017,"1,349"
Roorkee,31,GEN,52,GEN,Ram Subhag Singh,Male,2,0.07%,Candidate Count,4973331,True,Upto 100,3239,4%,0,51-60,3,Lost,3,1,72267,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3239,3239,2017,0
Khanpur,32,GEN,66,GEN,Choudhary Yashveer Singh,Male,2,0.14%,Candidate Count,4973331,True,Upto 100,6894,6%,0,61-70,3,Lost,3,1,107134,INC,National,Indian National Congress,S28,Uttarakhand,6894,6894,2017,0
Manglore,33,GEN,42,GEN,Qazi Mohd Nizamuddin,Male,2,0.63%,Candidate Count,4973331,True,2001-5000,31352,39%,1,41-45,1,Won,1,1,81191,INC,National,Indian National Congress,S28,Uttarakhand,31352,28684,2017,"2,668"
Laksar,34,GEN,56,GEN,Subhash Singh Choudhary,Male,2,0.40%,Candidate Count,4973331,True,Upto 100,19656,25%,0,51-60,3,Lost,3,1,78070,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,19656,19656,2017,0
Hardwar Rural,35,GEN,44,GEN,Yatishwaranand,Male,2,0.90%,Candidate Count,4973331,True,10001-20000,44964,46%,1,41-45,1,Won,1,1,98213,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,44964,32686,2017,"12,278"
Yamkeshwar,36,GEN,47,GEN,Jagpal Singh Negi,Male,2,0.01%,Candidate Count,4973331,True,Upto 100,375,1%,0,46-50,7,Lost,7,1,45731,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,375,375,2017,0
Srinagar,38,GEN,68,GEN,Ganesh Prasad,Male,2,0.01%,Candidate Count,4973331,True,Upto 100,532,1%,0,61-70,6,Lost,6,1,60141,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,532,532,2017,0
Chaubattakhal,39,GEN,42,GEN,Rajpal Singh Bisht,Male,2,0.27%,Candidate Count,4973331,True,Upto 100,13567,32%,0,41-45,2,Lost,2,1,42850,INC,National,Indian National Congress,S28,Uttarakhand,13567,13567,2017,0
Lansdowne,40,GEN,49,GEN,Daleep Singh Rawat,Male,2,0.45%,Candidate Count,4973331,True,5001-10000,22246,56%,1,46-50,1,Won,1,1,39776,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22246,15771,2017,"6,475"
Kotdwar,41,GEN,68,GEN,Surendra Singh Negi,Male,2,0.57%,Candidate Count,4973331,True,Upto 100,28541,40%,0,61-70,2,Lost,2,1,71086,INC,National,Indian National Congress,S28,Uttarakhand,28541,28541,2017,0
Dharchula,42,GEN,50,GEN,Virendra Singh Pal,Male,2,0.45%,Candidate Count,4973331,True,Upto 100,22512,42%,0,46-50,2,Lost,2,1,53825,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22512,22512,2017,0
Didihat,43,GEN,66,GEN,Vishan Singh,Male,2,0.35%,Candidate Count,4973331,True,2001-5000,17392,34%,1,61-70,1,Won,1,1,51670,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,17392,15024,2017,"2,368"
Pithoragarh,44,GEN,59,GEN,Mayukh Mahar,Male,2,0.61%,Candidate Count,4973331,True,Upto 100,30257,45%,0,51-60,2,Lost,2,1,66658,INC,National,Indian National Congress,S28,Uttarakhand,30257,30257,2017,0
Kapkot,46,GEN,35,GEN,Bhoopesh Upadhyay,Male,2,0.14%,Candidate Count,4973331,True,Upto 100,6964,12%,0,31-35,3,Lost,3,1,59774,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,6964,6964,2017,0
Dwarahat,48,GEN,54,GEN,Madan Singh Bisht,Male,2,0.27%,Candidate Count,4973331,True,Upto 100,13628,29%,0,51-60,2,Lost,2,1,46800,INC,National,Indian National Congress,S28,Uttarakhand,13628,13628,2017,0
Ranikhet,50,GEN,44,GEN,Karan  Mahara,Male,2,0.38%,Candidate Count,4973331,True,2001-5000,19035,46%,1,41-45,1,Won,1,1,41010,INC,National,Indian National Congress,S28,Uttarakhand,19035,14054,2017,"4,981"
Almora,52,GEN,45,GEN,Manoj Tewari,Male,2,0.42%,Candidate Count,4973331,True,Upto 100,21085,41%,0,41-45,2,Lost,2,1,51966,INC,National,Indian National Congress,S28,Uttarakhand,21085,21085,2017,0
Jageshwar,53,GEN,45,GEN,Taradatt Pandey,Male,2,0.03%,Candidate Count,4973331,True,Upto 100,1345,3%,0,41-45,3,Lost,3,1,50899,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1345,1345,2017,0
Lohaghat,54,GEN,43,GEN,Devilal Sharma Alias Raju,Male,2,0.01%,Candidate Count,4973331,True,Upto 100,689,1%,0,41-45,6,Lost,6,1,56497,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,689,689,2017,0
Champawat,55,GEN,35,GEN,Dinesh Chandra,Male,2,0.02%,Candidate Count,4973331,True,Upto 100,928,2%,0,31-35,5,Lost,5,1,58753,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,928,928,2017,0
Lalkuwa,56,GEN,43,GEN,Rajeev Mohan,Male,2,0.02%,Candidate Count,4973331,True,Upto 100,964,1%,0,41-45,5,Lost,5,1,80812,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,964,964,2017,0
Bhimtal,57,GEN,56,GEN,Tara Datt Pandey,Male,2,0.17%,Candidate Count,4973331,True,Upto 100,8444,14%,0,51-60,4,Lost,4,1,61230,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,8444,8444,2017,0
Haldwani,59,GEN,45,GEN,Jogendra Pal Singh Rautela,Male,2,0.75%,Candidate Count,4973331,True,Upto 100,37229,40%,0,41-45,2,Lost,2,1,94182,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,37229,37229,2017,0
Kaladhungi,60,GEN,65,GEN,Bansidhar Bhagat,Male,2,0.92%,Candidate Count,4973331,True,>20000,45704,45%,1,61-70,1,Won,1,1,101800,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,45704,25107,2017,"20,597"
Ramnagar,61,GEN,57,GEN,Ranjeet Rawat,Male,2,0.55%,Candidate Count,4973331,True,Upto 100,27228,35%,0,51-60,2,Lost,2,1,77397,INC,National,Indian National Congress,S28,Uttarakhand,27228,27228,2017,0
Jaspur,62,GEN,71,GEN,Mohammad Umar,Male,2,0.17%,Candidate Count,4973331,True,Upto 100,8666,9%,0,>70,3,Lost,3,1,91798,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,8666,8666,2017,0
Kashipur,63,GEN,59,GEN,Manoj Joshi,Male,2,0.60%,Candidate Count,4973331,True,Upto 100,30042,29%,0,51-60,2,Lost,2,1,104918,INC,National,Indian National Congress,S28,Uttarakhand,30042,30042,2017,0
Gadarpur,65,GEN,42,GEN,Jarnail Singh (Kali),Male,2,0.53%,Candidate Count,4973331,True,Upto 100,26115,27%,0,41-45,3,Lost,3,1,98060,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,26115,26115,2017,0
Rudrapur,66,GEN,59,GEN,Tilak Raj Behar,Male,2,0.88%,Candidate Count,4973331,True,Upto 100,43983,38%,0,51-60,2,Lost,2,1,116753,INC,National,Indian National Congress,S28,Uttarakhand,43983,43983,2017,0
Kichha,67,GEN,47,GEN,Rajesh Shukla,Male,2,0.81%,Candidate Count,4973331,True,2001-5000,40363,46%,1,46-50,1,Won,1,1,88178,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,40363,38236,2017,"2,127"
Khatima,70,GEN,36,GEN,Bhuwan Chandra Kapri,Male,2,0.54%,Candidate Count,4973331,True,Upto 100,26830,33%,0,36-40,2,Lost,2,1,80907,INC,National,Indian National Congress,S28,Uttarakhand,26830,26830,2017,0
Yamunotri,2,GEN,44,GEN,Sanjay Dobhal,Male,3,0.28%,Candidate Count,4973331,True,Upto 100,13840,29%,0,41-45,2,Lost,2,1,47104,INC,National,Indian National Congress,S28,Uttarakhand,13840,13840,2017,0
Badrinath,4,GEN,62,GEN,Mukesh Lal Koshwal,Male,3,0.03%,Candidate Count,4973331,True,Upto 100,1652,3%,0,61-70,5,Lost,5,1,63408,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1652,1652,2017,0
Karnprayag,6,GEN,61,GEN,Surendra Singh Negi,Male,3,0.57%,Candidate Count,4973331,True,5001-10000,28159,52%,1,61-70,1,Won,1,1,54442,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,28159,20610,2017,"7,549"
Kedarnath,7,GEN,47,GEN,Manoj Rawat,Male,3,0.28%,Candidate Count,4973331,True,101-1000,13906,25%,1,46-50,1,Won,1,1,56204,INC,National,Indian National Congress,S28,Uttarakhand,13906,13037,2017,869
Rudraprayag,8,GEN,57,GEN,Lalita Prasad,Male,3,0.02%,Candidate Count,4973331,True,Upto 100,746,1%,0,51-60,7,Lost,7,1,58176,CPI,National,Communist Party of India,S28,Uttarakhand,746,746,2017,0
Devprayag,10,GEN,35,GEN,Vinod Kandari,Male,3,0.28%,Candidate Count,4973331,True,2001-5000,13824,32%,1,31-35,1,Won,1,1,43541,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,13824,10325,2017,"3,499"
Narendranagar,11,GEN,44,GEN,Hakim Singh,Male,3,0.01%,Candidate Count,4973331,True,Upto 100,417,1%,0,41-45,7,Lost,7,1,52545,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,417,417,2017,0
Pratapnagar,12,GEN,54,GEN,Vijay Singh Panwar(Guddu Bhai),Male,3,0.30%,Candidate Count,4973331,True,1001-2000,15058,36%,1,51-60,1,Won,1,1,41330,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,15058,13119,2017,"1,939"
Tehri,13,GEN,60,GEN,Bhagwan Singh Rana,Male,3,0.01%,Candidate Count,4973331,True,Upto 100,285,1%,0,51-60,10,Lost,10,1,44357,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,285,285,2017,0
Dhanolti,14,GEN,57,GEN,Manmohan Singh Mall (Mannu Bhai),Male,3,0.25%,Candidate Count,4973331,True,Upto 100,12193,25%,0,51-60,3,Lost,3,1,49509,INC,National,Indian National Congress,S28,Uttarakhand,12193,12193,2017,0
Vikasnagar,16,GEN,56,GEN,Munna Singh Chauhan,Male,3,0.78%,Candidate Count,4973331,True,5001-10000,38895,50%,1,51-60,1,Won,1,1,77083,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,38895,32477,2017,"6,418"
Sahaspur,17,GEN,64,GEN,Shiv Prasad Devli,Male,3,0.02%,Candidate Count,4973331,True,Upto 100,1110,1%,0,61-70,7,Lost,7,1,108777,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,1110,1110,2017,0
Dharampur,18,GEN,58,GEN,Saleem Ahmed,Male,3,0.02%,Candidate Count,4973331,True,Upto 100,951,1%,0,51-60,4,Lost,4,1,106003,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,951,951,2017,0
Raipur,19,GEN,52,GEN,Hari Singh Khorwal,Male,3,0.03%,Candidate Count,4973331,True,Upto 100,1680,2%,0,51-60,5,Lost,5,1,98398,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1680,1680,2017,0
Dehradun Cantt.,21,GEN,52,GEN,Shri Suryakant Dhasmana,Male,3,0.49%,Candidate Count,4973331,True,Upto 100,24472,34%,0,51-60,2,Lost,2,1,72838,INC,National,Indian National Congress,S28,Uttarakhand,24472,24472,2017,0
