Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Rajpur Road,20,SC,49,SC,Rajkumar,Male,4,0.67%,Candidate Count,4250314,True,2001-5000,28291,47%,1,46-50,1,Won,1,1,60222,INC,National,Indian National Congress,S28,Uttarakhand,28291,25221,2012,"3,070"
Jwalapur,27,SC,33,SC,Raju Singh,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,479,1%,0,31-35,6,Lost,6,1,70408,NCP,National,Nationalist Congress Party,S28,Uttarakhand,479,479,2012,0
Jhabrera,29,SC,52,SC,Hari Dass,Male,4,0.54%,Candidate Count,4250314,True,2001-5000,22781,33%,1,51-60,1,Won,1,1,69312,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,22781,18972,2012,"3,809"
Gangolihat,45,SC,54,SC,Narayan Ram Sanguri,Male,4,0.07%,Candidate Count,4250314,True,Upto 100,3120,6%,0,51-60,3,Lost,3,1,48579,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,3120,3120,2012,0
Bageshwar,47,SC,65,SC,Ram Prasad Tamta,Male,4,0.51%,Candidate Count,4250314,True,Upto 100,21485,36%,0,61-70,2,Lost,2,1,60131,INC,National,Indian National Congress,S28,Uttarakhand,21485,21485,2012,0
Ghanshali,9,SC,43,SC,Ramesh Naithwal,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,377,1%,0,41-45,8,Lost,8,1,41356,NCP,National,Nationalist Congress Party,S28,Uttarakhand,377,377,2012,0
Tharali,5,SC,57,SC,Rajpal Kanyal,Male,6,0.10%,Candidate Count,4250314,True,Upto 100,4256,8%,0,51-60,3,Lost,3,1,52960,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,4256,4256,2012,0
Bageshwar,47,SC,36,SC,Kamaljeet Narayan Das,Male,1,0.04%,Candidate Count,4250314,True,Upto 100,1883,3%,0,36-40,4,Lost,4,1,60131,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,1883,1883,2012,0
Gangolihat,45,SC,27,SC,Dinesh Arya,Male,2,0.04%,Candidate Count,4250314,True,Upto 100,1576,3%,0,Upto 30,4,Lost,4,1,48579,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,1576,1576,2012,0
Ghanshali,9,SC,30,SC,Makan Lal,Male,4,0.02%,Candidate Count,4250314,True,Upto 100,930,2%,0,Upto 30,5,Lost,5,1,41356,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,930,930,2012,0
Bhagwanpur,28,SC,46,SC,Bishamber Singh,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,472,1%,0,46-50,5,Lost,5,1,78542,SP,State,Samajwadi Party,S28,Uttarakhand,472,472,2012,0
Nainital,58,SC,41,SC,Vinod Kumar,Male,4,0.02%,Candidate Count,4250314,True,Upto 100,763,1%,0,41-45,5,Lost,5,1,51422,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,763,763,2012,0
Tharali,5,SC,36,SC,Rakesh Lal Khanada,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,598,1%,0,36-40,10,Lost,10,1,52960,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,598,598,2012,0
Rajpur Road,20,SC,26,SC,Brij Mohan,Male,5,0.00%,Candidate Count,4250314,True,Upto 100,184,0%,0,Upto 30,9,Lost,9,1,60222,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,184,184,2012,0
Bhagwanpur,28,SC,31,SC,Menpal,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,545,1%,0,31-35,4,Lost,4,1,78542,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,545,545,2012,0
Nainital,58,SC,42,SC,Devanand Alias Deva,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,503,1%,0,41-45,6,Lost,6,1,51422,SP,State,Samajwadi Party,S28,Uttarakhand,503,503,2012,0
Bajpur,64,SC,28,SC,Gavindra Singh,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,567,1%,0,Upto 30,5,Lost,5,1,83861,SP,State,Samajwadi Party,S28,Uttarakhand,567,567,2012,0
Jwalapur,27,SC,26,SC,Pradeep Kumar,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,269,0%,0,Upto 30,9,Lost,9,1,70408,SHS,State,Shivsena,S28,Uttarakhand,269,269,2012,0
Bageshwar,47,SC,70,SC,Hari Ram Shastry,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,544,1%,0,61-70,8,Lost,8,1,60131,SP,State,Samajwadi Party,S28,Uttarakhand,544,544,2012,0
Tharali,5,SC,48,SC,Prem Ram,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,397,1%,0,46-50,14,Lost,14,1,52960,SP,State,Samajwadi Party,S28,Uttarakhand,397,397,2012,0
Jwalapur,27,SC,33,SC,Rajan Rathore,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,348,0%,0,31-35,8,Lost,8,1,70408,SP,State,Samajwadi Party,S28,Uttarakhand,348,348,2012,0
Jhabrera,29,SC,39,SC,Budh Singh,Male,7,0.09%,Candidate Count,4250314,True,Upto 100,3981,6%,0,36-40,4,Lost,4,1,69312,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,3981,3981,2012,0
Tharali,5,SC,43,SC,Bali Ram,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,459,1%,0,41-45,13,Lost,13,1,52960,JD(U),State,Janata Dal  (United),S28,Uttarakhand,459,459,2012,0
Jhabrera,29,SC,54,SC,Rajendra Kumar Badi,Male,8,0.07%,Candidate Count,4250314,True,Upto 100,3031,4%,0,51-60,5,Lost,5,1,69312,SP,State,Samajwadi Party,S28,Uttarakhand,3031,3031,2012,0
Tharali,5,SC,27,SC,Vinod Kumar,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,566,1%,0,Upto 30,11,Lost,11,1,52960,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,566,566,2012,0
Jhabrera,29,SC,27,SC,Vinod Kumar,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,269,0%,0,Upto 30,12,Lost,12,1,69312,AITC,State,All India Trinamool Congress,S28,Uttarakhand,269,269,2012,0
Purola,1,SC,32,SC,Prakash Devnata,Male,4,0.02%,Candidate Count,4250314,True,Upto 100,706,2%,0,31-35,5,Lost,5,1,45533,UtPP,Unrecognised,Uttarakhand Pragatisheel Party,S28,Uttarakhand,706,706,2012,0
Pauri,37,SC,48,SC,Manohar Lal,Male,4,0.16%,Candidate Count,4250314,True,Upto 100,6685,15%,0,46-50,3,Lost,3,1,45283,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,6685,6685,2012,0
Someshwar,51,SC,65,SC,(Captain) Amar  Ram,Male,4,0.02%,Candidate Count,4250314,True,Upto 100,888,2%,0,61-70,5,Lost,5,1,43609,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,888,888,2012,0
Jhabrera,29,SC,57,SC,Jaiprakash,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,407,1%,0,51-60,10,Lost,10,1,69312,MKD,Unrecognised,Maidani Kranti Dal,S28,Uttarakhand,407,407,2012,0
Bageshwar,47,SC,71,SC,Jagdish Prasad Tamta,Male,5,0.03%,Candidate Count,4250314,True,Upto 100,1212,2%,0,>70,5,Lost,5,1,60131,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,1212,1212,2012,0
Ghanshali,9,SC,28,SC,Nagendra Lal,Male,6,0.02%,Candidate Count,4250314,True,Upto 100,808,2%,0,Upto 30,6,Lost,6,1,41356,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,808,808,2012,0
Rajpur Road,20,SC,41,SC,Vijay Kumar,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,235,0%,0,41-45,8,Lost,8,1,60222,RJKP,Unrecognised,Rashtriya Jan Kalyan Party,S28,Uttarakhand,235,235,2012,0
Gangolihat,45,SC,69,SC,Bachi Ram Koli,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,493,1%,0,61-70,7,Lost,7,1,48579,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,493,493,2012,0
Ghanshali,9,SC,32,SC,Bhagwan Das,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,536,1%,0,31-35,7,Lost,7,1,41356,ABHM,Unrecognised,Akhil Bharat Hindu Mahasabha,S28,Uttarakhand,536,536,2012,0
Jhabrera,29,SC,38,SC,Satyapal,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,336,0%,0,36-40,11,Lost,11,1,69312,IVD,Unrecognised,Inqalab Vikas Dal,S28,Uttarakhand,336,336,2012,0
Purola,1,SC,46,SC,Rajkumar,Male,5,0.34%,Candidate Count,4250314,True,Upto 100,14266,31%,0,46-50,2,Lost,2,1,45533,IND,Independent,Independent,S28,Uttarakhand,14266,14266,2012,0
Pauri,37,SC,33,SC,Ganesh Lal,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,486,1%,0,31-35,6,Lost,6,1,45283,IND,Independent,Independent,S28,Uttarakhand,486,486,2012,0
Pauri,37,SC,32,SC,Manoj Kumar,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,322,1%,0,31-35,7,Lost,7,1,45283,IND,Independent,Independent,S28,Uttarakhand,322,322,2012,0
Bajpur,64,SC,36,SC,Jagdish Singh,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,449,1%,0,36-40,7,Lost,7,1,83861,IND,Independent,Independent,S28,Uttarakhand,449,449,2012,0
Pauri,37,SC,34,SC,Rajesh Singh Raja,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,816,2%,0,31-35,5,Lost,5,1,45283,IND,Independent,Independent,S28,Uttarakhand,816,816,2012,0
Gangolihat,45,SC,52,SC,Harish Prashad,Male,7,0.03%,Candidate Count,4250314,True,Upto 100,1186,2%,0,51-60,5,Lost,5,1,48579,IND,Independent,Independent,S28,Uttarakhand,1186,1186,2012,0
Bageshwar,47,SC,36,SC,Deep Chandra,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,738,1%,0,36-40,7,Lost,7,1,60131,IND,Independent,Independent,S28,Uttarakhand,738,738,2012,0
Bajpur,64,SC,31,SC,Rajkumar,Male,7,0.17%,Candidate Count,4250314,True,Upto 100,7436,9%,0,31-35,4,Lost,4,1,83861,IND,Independent,Independent,S28,Uttarakhand,7436,7436,2012,0
Ghanshali,9,SC,55,SC,Shoorveer Lal,Male,8,0.06%,Candidate Count,4250314,True,Upto 100,2439,6%,0,51-60,3,Lost,3,1,41356,IND,Independent,Independent,S28,Uttarakhand,2439,2439,2012,0
Rajpur Road,20,SC,52,SC,Balesh Bawania,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,278,0%,0,51-60,6,Lost,6,1,60222,IND,Independent,Independent,S28,Uttarakhand,278,278,2012,0
Bageshwar,47,SC,32,SC,Deep Chandra Arya,Male,8,0.02%,Candidate Count,4250314,True,Upto 100,996,2%,0,31-35,6,Lost,6,1,60131,IND,Independent,Independent,S28,Uttarakhand,996,996,2012,0
Rajpur Road,20,SC,29,SC,Sanjeev Kumar,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,449,1%,0,Upto 30,4,Lost,4,1,60222,IND,Independent,Independent,S28,Uttarakhand,449,449,2012,0
Tharali,5,SC,47,SC,Govind Lal Shah,Male,10,0.05%,Candidate Count,4250314,True,Upto 100,2027,4%,0,46-50,6,Lost,6,1,52960,IND,Independent,Independent,S28,Uttarakhand,2027,2027,2012,0
Jwalapur,27,SC,32,SC,Jag Jeevan,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,263,0%,0,31-35,10,Lost,10,1,70408,IND,Independent,Independent,S28,Uttarakhand,263,263,2012,0
Tharali,5,SC,76,SC,Balak Ram,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,485,1%,0,>70,12,Lost,12,1,52960,IND,Independent,Independent,S28,Uttarakhand,485,485,2012,0
Jwalapur,27,SC,46,SC,Babu Ram,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,387,1%,0,46-50,7,Lost,7,1,70408,IND,Independent,Independent,S28,Uttarakhand,387,387,2012,0
Jhabrera,29,SC,65,SC,Nauratu Singh,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,612,1%,0,61-70,8,Lost,8,1,69312,IND,Independent,Independent,S28,Uttarakhand,612,612,2012,0
Tharali,5,SC,42,SC,Mahes Shankar,Male,12,0.07%,Candidate Count,4250314,True,Upto 100,3151,6%,0,41-45,5,Lost,5,1,52960,IND,Independent,Independent,S28,Uttarakhand,3151,3151,2012,0
Jwalapur,27,SC,48,SC,Subhash Chanchal,Male,12,0.07%,Candidate Count,4250314,True,Upto 100,2792,4%,0,46-50,5,Lost,5,1,70408,IND,Independent,Independent,S28,Uttarakhand,2792,2792,2012,0
Jhabrera,29,SC,32,SC,Sanjay Kumar,Male,12,0.01%,Candidate Count,4250314,True,Upto 100,496,1%,0,31-35,9,Lost,9,1,69312,IND,Independent,Independent,S28,Uttarakhand,496,496,2012,0
Tharali,5,SC,50,SC,Radhaballbh,Male,13,0.04%,Candidate Count,4250314,True,Upto 100,1723,3%,0,46-50,7,Lost,7,1,52960,IND,Independent,Independent,S28,Uttarakhand,1723,1723,2012,0
Tharali,5,SC,36,SC,Sundra Lal,Male,14,0.08%,Candidate Count,4250314,True,Upto 100,3473,7%,0,36-40,4,Lost,4,1,52960,IND,Independent,Independent,S28,Uttarakhand,3473,3473,2012,0
Chakrata,15,ST,49,ST,Kamla Chauhan,Female,1,0.05%,Candidate Count,4250314,True,Upto 100,1943,3%,0,46-50,3,Lost,3,1,64873,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,1943,1943,2012,0
Nanak matta,69,ST,40,ST,Ansuiya Rana,Female,7,0.10%,Candidate Count,4250314,True,Upto 100,4213,6%,0,36-40,4,Lost,4,1,67363,SP,State,Samajwadi Party,S28,Uttarakhand,4213,4213,2012,0
Chakrata,15,ST,42,ST,Arjuni Rana,Female,5,0.01%,Candidate Count,4250314,True,Upto 100,277,0%,0,41-45,8,Lost,8,1,64873,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,277,277,2012,0
Nanak matta,69,ST,62,ST,Gopal Singh Rana,Male,1,0.49%,Candidate Count,4250314,True,Upto 100,21021,31%,0,61-70,2,Lost,2,1,67363,INC,National,Indian National Congress,S28,Uttarakhand,21021,21021,2012,0
Chakrata,15,ST,29,ST,Ghansyam Kunwar,Male,2,0.02%,Candidate Count,4250314,True,Upto 100,1017,2%,0,Upto 30,4,Lost,4,1,64873,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1017,1017,2012,0
Chakrata,15,ST,53,ST,Pritam Singh,Male,3,0.78%,Candidate Count,4250314,True,5001-10000,33187,51%,1,51-60,1,Won,1,1,64873,INC,National,Indian National Congress,S28,Uttarakhand,33187,26533,2012,"6,654"
Nanak matta,69,ST,35,ST,Prem Singh,Male,3,0.63%,Candidate Count,4250314,True,5001-10000,26652,40%,1,31-35,1,Won,1,1,67363,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,26652,21021,2012,"5,631"
Chakrata,15,ST,26,ST,Shamsher Singh Rathour,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,538,1%,0,Upto 30,7,Lost,7,1,64873,NCP,National,Nationalist Congress Party,S28,Uttarakhand,538,538,2012,0
Nanak matta,69,ST,45,ST,Bhim Singh,Male,4,0.22%,Candidate Count,4250314,True,Upto 100,9521,14%,0,41-45,3,Lost,3,1,67363,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,9521,9521,2012,0
Nanak matta,69,ST,67,ST,Ramesh Chandra Rana,Male,5,0.03%,Candidate Count,4250314,True,Upto 100,1432,2%,0,61-70,6,Lost,6,1,67363,NCP,National,Nationalist Congress Party,S28,Uttarakhand,1432,1432,2012,0
Nanak matta,69,ST,54,ST,Hari Singh,Male,6,0.02%,Candidate Count,4250314,True,Upto 100,1014,2%,0,51-60,8,Lost,8,1,67363,CPM,National,Communist Party of India  (Marxist),S28,Uttarakhand,1014,1014,2012,0
Nanak matta,69,ST,36,ST,Jasveer Singh,Male,2,0.04%,Candidate Count,4250314,True,Upto 100,1529,2%,0,36-40,5,Lost,5,1,67363,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,1529,1529,2012,0
Chakrata,15,ST,32,ST,Naresh Chauhan,Male,6,0.02%,Candidate Count,4250314,True,Upto 100,768,1%,0,31-35,5,Lost,5,1,64873,SP,State,Samajwadi Party,S28,Uttarakhand,768,768,2012,0
Chakrata,15,ST,51,ST,Munna Singh Chauhan,Male,7,0.62%,Candidate Count,4250314,True,Upto 100,26533,41%,0,51-60,2,Lost,2,1,64873,UJP,Unrecognised,Uttarkhand Janwadi Party,S28,Uttarakhand,26533,26533,2012,0
Chakrata,15,ST,39,ST,Bheem Dutt,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,610,1%,0,36-40,6,Lost,6,1,64873,IND,Independent,Independent,S28,Uttarakhand,610,610,2012,0
Nanak matta,69,ST,61,ST,Beer Singh,Male,8,0.02%,Candidate Count,4250314,True,Upto 100,678,1%,0,61-70,9,Lost,9,1,67363,IND,Independent,Independent,S28,Uttarakhand,678,678,2012,0
Nanak matta,69,ST,37,ST,Mahendra Singh,Male,9,0.03%,Candidate Count,4250314,True,Upto 100,1303,2%,0,36-40,7,Lost,7,1,67363,IND,Independent,Independent,S28,Uttarakhand,1303,1303,2012,0
Hardwar,25,GEN,52,GEN,Anju Mittal,Female,1,0.05%,Candidate Count,4973331,True,Upto 100,2661,3%,0,51-60,3,Lost,3,1,93549,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,2661,2661,2017,0
Yamkeshwar,36,GEN,51,GEN,Ritu Khanduri Bhushan,Female,1,0.40%,Candidate Count,4973331,True,5001-10000,19671,43%,1,51-60,1,Won,1,1,45731,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,19671,10689,2017,"8,982"
Kotdwar,41,GEN,39,GEN,Renu Agarwal,Female,1,0.02%,Candidate Count,4973331,True,Upto 100,764,1%,0,36-40,3,Lost,3,1,71086,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,764,764,2017,0
Salt,49,GEN,46,GEN,Ganga Pancholi,Female,1,0.38%,Candidate Count,4973331,True,Upto 100,18677,43%,0,46-50,2,Lost,2,1,43895,INC,National,Indian National Congress,S28,Uttarakhand,18677,18677,2017,0
Haldwani,59,GEN,75,GEN,Indira Hridayesh,Female,1,0.88%,Candidate Count,4973331,True,5001-10000,43786,46%,1,>70,1,Won,1,1,94182,INC,National,Indian National Congress,S28,Uttarakhand,43786,37229,2017,"6,557"
Karnprayag,6,GEN,28,GEN,Jyoti Kanwasi,Female,2,0.02%,Candidate Count,4973331,True,Upto 100,857,2%,0,Upto 30,5,Lost,5,1,54442,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,857,857,2017,0
Rudraprayag,8,GEN,51,GEN,Laxmi Singh Rana,Female,2,0.30%,Candidate Count,4973331,True,Upto 100,14701,25%,0,51-60,2,Lost,2,1,58176,INC,National,Indian National Congress,S28,Uttarakhand,14701,14701,2017,0
Sitarganj,68,GEN,56,GEN,Malti  Biswas,Female,2,0.45%,Candidate Count,4973331,True,Upto 100,22147,25%,0,51-60,2,Lost,2,1,87460,INC,National,Indian National Congress,S28,Uttarakhand,22147,22147,2017,0
Mussoorie,22,GEN,52,GEN,Godawari Thapli,Female,3,0.59%,Candidate Count,4973331,True,Upto 100,29245,39%,0,51-60,2,Lost,2,1,75572,INC,National,Indian National Congress,S28,Uttarakhand,29245,29245,2017,0
Kedarnath,7,GEN,61,GEN,Shaila Rani Rawat,Female,4,0.23%,Candidate Count,4973331,True,Upto 100,11472,20%,0,61-70,4,Lost,4,1,56204,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,11472,11472,2017,0
Roorkee,31,GEN,49,GEN,Sunita Singh,Female,6,0.02%,Candidate Count,4973331,True,Upto 100,918,1%,0,46-50,4,Lost,4,1,72267,SP,State,Samajwadi Party,S28,Uttarakhand,918,918,2017,0
Sahaspur,17,GEN,46,GEN,Manju Singh,Female,8,0.01%,Candidate Count,4973331,True,Upto 100,401,0%,0,46-50,11,Lost,11,1,108777,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,401,401,2017,0
Khanpur,32,GEN,30,GEN,Pallavi Kukreti,Female,4,0.01%,Candidate Count,4973331,True,Upto 100,373,0%,0,Upto 30,7,Lost,7,1,107134,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,373,373,2017,0
Salt,49,GEN,48,GEN,Ganga Devi,Female,4,0.01%,Candidate Count,4973331,True,Upto 100,459,1%,0,46-50,6,Lost,6,1,43895,UKDD,Unrecognised,Uttarakhand Kranti Dal (Democratic),S28,Uttarakhand,459,459,2017,0
Narendranagar,11,GEN,50,GEN,Usha Negi,Female,5,0.01%,Candidate Count,4973331,True,Upto 100,260,0%,0,46-50,8,Lost,8,1,52545,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,260,260,2017,0
Raipur,19,GEN,52,GEN,Usha Nagar,Female,5,0.00%,Candidate Count,4973331,True,Upto 100,93,0%,0,51-60,15,Lost,15,1,98398,RaAP,Unrecognised,Rashtriya Adarsh Party,S28,Uttarakhand,93,93,2017,0
Pithoragarh,44,GEN,48,GEN,Sushma Mathur,Female,5,0.01%,Candidate Count,4973331,True,Upto 100,304,0%,0,46-50,7,Lost,7,1,66658,UKKD,Unrecognised,Uttarakhand Kranti Dal,S28,Uttarakhand,304,304,2017,0
Lalkuwa,56,GEN,39,GEN,Deepa Bhatt,Female,5,0.00%,Candidate Count,4973331,True,Upto 100,224,0%,0,36-40,10,Lost,10,1,80812,UKKD,Unrecognised,Uttarakhand Kranti Dal,S28,Uttarakhand,224,224,2017,0
Doiwala,23,GEN,27,GEN,Shikha Negi,Female,6,0.00%,Candidate Count,4973331,True,Upto 100,128,0%,0,Upto 30,12,Lost,12,1,96769,RaAP,Unrecognised,Rashtriya Adarsh Party,S28,Uttarakhand,128,128,2017,0
Chaubattakhal,39,GEN,38,GEN,Poonam Kaintura,Female,6,0.00%,Candidate Count,4973331,True,Upto 100,212,0%,0,36-40,10,Lost,10,1,42850,PRAJAPA,Unrecognised,Prajamandal Party,S28,Uttarakhand,212,212,2017,0
Raipur,19,GEN,62,GEN,Maa Prabha Kiran,Female,7,0.00%,Candidate Count,4973331,True,Upto 100,74,0%,0,61-70,18,Lost,18,1,98398,SAVIPA,Unrecognised,Sarv Vikas Party,S28,Uttarakhand,74,74,2017,0
Almora,52,GEN,45,GEN,Rekha Dhasmana,Female,7,0.00%,Candidate Count,4973331,True,Upto 100,157,0%,0,41-45,9,Lost,9,1,51966,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,157,157,2017,0
Badrinath,4,GEN,26,GEN,Aruna Danwashi,Female,7,0.02%,Candidate Count,4973331,True,Upto 100,916,1%,0,Upto 30,6,Lost,6,1,63408,IND,Independent,Independent,S28,Uttarakhand,916,916,2017,0
Kedarnath,7,GEN,47,GEN,Asha,Female,7,0.24%,Candidate Count,4973331,True,Upto 100,11786,21%,0,46-50,3,Lost,3,1,56204,IND,Independent,Independent,S28,Uttarakhand,11786,11786,2017,0
Rishikesh,24,GEN,36,GEN,Usha Aswal,Female,7,0.00%,Candidate Count,4973331,True,Upto 100,107,0%,0,36-40,12,Lost,12,1,98348,IND,Independent,Independent,S28,Uttarakhand,107,107,2017,0
Ramnagar,61,GEN,64,GEN,Dhaneshwari Ghildiyal,Female,7,0.01%,Candidate Count,4973331,True,Upto 100,397,1%,0,61-70,6,Lost,6,1,77397,IND,Independent,Independent,S28,Uttarakhand,397,397,2017,0
Gadarpur,65,GEN,36,GEN,Paramjeet Kaur,Female,7,0.01%,Candidate Count,4973331,True,Upto 100,308,0%,0,36-40,7,Lost,7,1,98060,IND,Independent,Independent,S28,Uttarakhand,308,308,2017,0
Dharampur,18,GEN,40,GEN,Gulista Khanam,Female,8,0.00%,Candidate Count,4973331,True,Upto 100,180,0%,0,36-40,13,Lost,13,1,106003,IND,Independent,Independent,S28,Uttarakhand,180,180,2017,0
Laksar,34,GEN,30,GEN,Nidhi Singh,Female,8,0.00%,Candidate Count,4973331,True,Upto 100,62,0%,0,Upto 30,11,Lost,11,1,78070,IND,Independent,Independent,S28,Uttarakhand,62,62,2017,0
Yamkeshwar,36,GEN,48,GEN,Renu Bisht,Female,8,0.21%,Candidate Count,4973331,True,Upto 100,10689,23%,0,46-50,2,Lost,2,1,45731,IND,Independent,Independent,S28,Uttarakhand,10689,10689,2017,0
Kaladhungi,60,GEN,29,GEN,Suman Lata,Female,8,0.01%,Candidate Count,4973331,True,Upto 100,367,0%,0,Upto 30,10,Lost,10,1,101800,IND,Independent,Independent,S28,Uttarakhand,367,367,2017,0
Rishikesh,24,GEN,56,GEN,Vijaylaxmi Gusain,Female,9,0.00%,Candidate Count,4973331,True,Upto 100,240,0%,0,51-60,8,Lost,8,1,98348,IND,Independent,Independent,S28,Uttarakhand,240,240,2017,0
Jaspur,62,GEN,48,GEN,Km. Seema Chauhan,Female,9,0.01%,Candidate Count,4973331,True,Upto 100,578,1%,0,46-50,5,Lost,5,1,91798,IND,Independent,Independent,S28,Uttarakhand,578,578,2017,0
Sitarganj,68,GEN,56,GEN,Binda Biswas,Female,9,0.01%,Candidate Count,4973331,True,Upto 100,437,0%,0,51-60,6,Lost,6,1,87460,IND,Independent,Independent,S28,Uttarakhand,437,437,2017,0
Mussoorie,22,GEN,35,GEN,Sarika Pradhan,Female,10,0.00%,Candidate Count,4973331,True,Upto 100,163,0%,0,31-35,10,Lost,10,1,75572,IND,Independent,Independent,S28,Uttarakhand,163,163,2017,0
Kotdwar,41,GEN,45,GEN,Sudha Patwal,Female,10,0.01%,Candidate Count,4973331,True,Upto 100,266,0%,0,41-45,7,Lost,7,1,71086,IND,Independent,Independent,S28,Uttarakhand,266,266,2017,0
Pirankaliyar,30,GEN,45,GEN,Sushma,Female,11,0.00%,Candidate Count,4973331,True,Upto 100,157,0%,0,41-45,12,Lost,12,1,90529,IND,Independent,Independent,S28,Uttarakhand,157,157,2017,0
Devprayag,10,GEN,60,GEN,Deena Devi,Female,12,0.01%,Candidate Count,4973331,True,Upto 100,309,1%,0,51-60,10,Lost,10,1,43541,IND,Independent,Independent,S28,Uttarakhand,309,309,2017,0
Chaubattakhal,39,GEN,49,GEN,Manju Rawat,Female,12,0.00%,Candidate Count,4973331,True,Upto 100,241,1%,0,46-50,9,Lost,9,1,42850,IND,Independent,Independent,S28,Uttarakhand,241,241,2017,0
Raipur,19,GEN,56,GEN,Nirmala Bisht,Female,13,0.01%,Candidate Count,4973331,True,Upto 100,331,0%,0,51-60,9,Lost,9,1,98398,IND,Independent,Independent,S28,Uttarakhand,331,331,2017,0
Sahaspur,17,GEN,40,GEN,Laxmi Agarwal,Female,14,0.17%,Candidate Count,4973331,True,Upto 100,8628,8%,0,36-40,4,Lost,4,1,108777,IND,Independent,Independent,S28,Uttarakhand,8628,8628,2017,0
